userid	shopid	itemid	cmtid	mtime	rating_star	comment	product_name	shop_name	shop_rating	avg_rating	rating_count	sold
887976662	34456910	15791396126	9890840931	15-11-2022 07:08:27	5	Rất đẹp m.n nên ủng hộ shop này nhé. Đế cao cm rep đi êm đẹp hơn mong đợi cảm ơn shop nhiều ạ. Sẽ tiếp tục ủng hộ shop	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
857549867	34456910	15791396126	9589968966	17-11-2022 02:31:43	5	Đẹp nhưng hơi to chút	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
863462680	34456910	15791396126	9576852920	18-11-2022 05:07:49	5	Chất liệucao su hay sao ý. Màu sắctrắng. Đúng với mô tảđúng. Chất ko giống tui tưởng tượng nhưng mà vậy cx đẹp đi êm vs giá ms lần đầu mua như vậy là ok	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
814084183	34456910	15791396126	9530865511	17-11-2022 02:31:23	5	Chất liệuÊm. Màu sắcđen trắng. Đúng với mô tảĐúng. Hàng đi êm vừa vặn chân. Nói chung đẹp ạ mọi người nên mua nha. Dchkllsaxvnkhsxv	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
864677795	34456910	15791396126	10031842740	12-11-2022 03:03:32	5	Chất liệunhựa. Màu sắctrắng đen. Đúng với mô tảđúng. Đẹp quá trời lun	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
451723328	34456910	15791396126	9948649394	11-11-2022 07:26:18	4	Chất liệuĐẹp. Màu sắcđúng mẫu. Dép đẹp đúng màu đúng mẫu giá dẻ lần sau ủng hộ shop	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
795457687	34456910	15791396126	9770744278	26-10-2022 14:17:19	5	Màu sắctrắng đen. Đúng với mô tảđẹp tv. Chất liệucao su. Nhận hàng dẹp rất ưng ý,giáo hàng nhanh,sẽ tiếp tục ủng hộ shop. Cho	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
875678513	34456910	15791396126	9760014057	18-11-2022 14:11:57	5	Chất liệuCao su. Màu sắctrắng. Đúng với mô tảđúng. Chất liệu nền đi êm chân thoải mái đúng vs một tả	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
727958470	34456910	15791396126	9536835316	15-11-2022 14:19:47	5	Màu sắctrắng đen. Đúng với mô tảđúng. Chất liệunhựa. Dép đẹp lắm nha m.n. Nó có vết keo nhưng ko sao vì mik mua với giá k là quá rẻ. Giao hàng nhanh.	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
877276851	34456910	15791396126	9759249236	16-11-2022 13:24:58	5	Chất liệutốt. Màu sắcđen trắng. Đúng với mô tảđúng. Mình thêm vài sticker vào trông rất ưng ý	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
879791860	34456910	15791396126	9996165639	07-11-2022 13:00:06	5	Đúng với mô tảđúng luôn. Chất liệuđẹp. Màu sắcđen trắnv. Trời ơi mua vs giá k quá tuyệt vời luôn chất đẹp hàng xịn dã man	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
631925254	34456910	15791396126	10100934782	19-11-2022 07:41:11	5	Mua giá k cứ nghĩ chắc kh có mà ai ngờ có thật. Sie dép hình như nhỏ hơn bth nên mua số to để trừ hao ạ	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
675214687	34456910	15791396126	10034821918	12-11-2022 09:33:17	5	Chất liệucao su. Màu sắctrắng. Đúng với mô tảđúng mẫu ạ. Đẹp cực luôn ý dbdksnssksnsskbdssbdh	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
629294184	34456910	15791396126	10098049356	19-11-2022 01:09:29	5	Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
888753667	34456910	15791396126	9949916128	01-11-2022 07:58:23	5	Chất liệukhông biết. Màu sắctrắng. Đúng với mô tảrất rất đúng với miêu tả. Êm chân, mẫu mã đẹp	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
892245351	34456910	15791396126	9958486431	02-11-2022 10:41:56	5	quá tuyệt vời dép đúng như hình mọi người ủng hộ cho shop đi a.thank you shop nhe	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
714883132	34456910	15791396126	9792865345	12-10-2022 13:11:45	5	Đẹp vừa vặn,ổn,nhưng rất nồng mùi,rất khó chịu,nhưng tím lại sản phẩm ok	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
888318403	34456910	15791396126	10028368812	11-11-2022 13:05:28	5	đánh giá tiêu chuẩn khá chi là ok nha nên đi săn và mua nó ngay đi	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
775629681	34456910	15791396126	10087975943	17-11-2022 22:25:32	3	ang hàng khá đẹp mà đi hôm đã bay mất stiker haa khộ ko chất lượng cho lắm	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
650476295	34456910	15791396126	10031334104	14-11-2022 06:22:07	4	Đúng với mô tảok lắm, đẹp lắm ạ. Chất liệuchắc là cao su. Màu sắcđúng như trong hình. Hàng đc lắm mn ạ đáng tiền lắm mn ạ	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
864771390	34456910	15791396126	9756837510	08-10-2022 03:06:28	5	Giao hàng nhanh, đóng gói cẩn,mình mua mà shop giao	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
870565818	34456910	15791396126	9952160460	01-11-2022 13:16:01	5	Chất liệuMềm. Màu sắcTốt. Đúng với mô tảĐúng. Hàng giao nhanh và đúng, sản phẩm tốt, màu đẹp nha. Ưng ý	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
877136123	34456910	15791396126	9835945996	17-10-2022 10:09:24	5	Đã nhận đx hàng dép đẹp giá rẻ nhưng về dép bị móp méo đi mấy hôm rồi vẫn vây	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
858499150	34456910	15791396126	9753907612	07-10-2022 13:49:47	4	Chất liệuhơi cứng. Màu sắctốt. Đúng với mô tảko. Mik đặt dép đen trắng gấu mà về hàng là dép trắng trơn	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
873366070	34456910	15791396126	9741029713	06-10-2022 03:37:35	5	Đúng với mô tảhàng rất đẹp nhaa. Hàng đúng hình mẫu đẹp,đi êm	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
263348591	34456910	15791396126	10026908964	17-11-2022 03:58:05	5	Tr oii dép xinh nhắm giao nhanh ship deth săn sale k mà dị là quá là xúc xích	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
832179021	34456910	15791396126	9690265494	29-09-2022 13:25:33	5	Kem đặc trị mụn trắng da C trị hết sạch mụn các loại mụn. Đặc trị mụn đỏ mụn viêm mụn bọc mụn dị ứng. Đặc trị mụn đầu trắng mụn trứng cá mụn cám nám tàn nhan. Đặc trị mụn đầu đen mụn mảng thể nặng mụn ẩn. Ngăn ngừa mụn trị thâm và mờ thâm do mụn để lại. Chỉ	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
880615337	34456910	15791396126	9837030646	26-10-2022 14:16:21	5	Đúng với mô tảđúng. Chất liệumềm. Màu sắcđen trắng. Rất nhỏ so với shop đưa ra đề cử mn nên lấy tăng sie nhé	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
697980562	34456910	15791396126	9817327604	26-10-2022 09:43:23	4	Chất liệunhựa. Màu sắcđen trắng, gấu. Đúng với mô tảđúng sie. Đế cao, mang êm chân. Chỉ là lúc đóng gói hk có chống xóc nên hơi mất orm xíu. Mang ok	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
861130083	34456910	15791396126	9639072002	23-09-2022 09:17:49	5	Chất liệuchat liệu đưpbgkllknvc. Màu sắcđẹp.đúng như hình. Đúng với mô tảcó. Đã nhận được hàng. Hàng rất đẹp.lần sau sẽ ủng hộ tiếp	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
294552866	34456910	15791396126	9760653628	26-10-2022 14:17:10	5	Chất liệucao su, xốp. Màu sắctrắng đen. Đúng với mô tảđúng. Dép cao cm nên phù hợp với mấy nàng nấm lắm nha	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
714687805	34456910	15791396126	9787711860	29-10-2022 06:00:45	5	Hôm nào nên biết có phải xem với lượng dư thừa biết đến với chúng có thể như ế trong tủ lạnh để e hỏi chủ ít đít nàng không có y I love my xem với lượng nước nói tiếng anh t ư i u itu	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
876480595	34456910	15791396126	9763646121	01-11-2022 10:07:26	5	Sản phẩm đúng với hình ảnh. Đẹp và rất vừa chân nha. Dép đi rất êm luôn ạ	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
855101651	34456910	15791396126	9569034679	17-09-2022 10:30:47	5	Mình không có ảnh thật nhưng mua đơn đầu có k nên mình không đòi hỏi nhiều	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
442784811	34456910	15791396126	9546170342	17-09-2022 10:30:46	5	Dép đẹp nhẹ shipper thân thiện vui tính sẽ quay lại mua các sản phẩm khác đặt trưa qua trưa nay nhận đc luôn ngày	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
814313234	34456910	15791396126	9741656201	07-11-2022 21:56:30	5	Đúng với mô tảthiếu cái hình con gấu. Chất liệutốt. Màu sắctrắng. Sản phẩm đẹp nhưng mà nếu có cái hình thì đẹp hơn	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
635132326	34456910	15791396126	9615146293	20-09-2022 14:53:26	5	Chất liệunhựa. Màu sắctrắng đen. Đúng với mô tảđúng. Sie to hơn sie bình thường, Nên mua giảm sie. Săn sản phẩm đầu k với ngàn rữi ship là ngàn rữi nên rất hài lòng	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
431644261	34456910	15791396126	9632655610	25-10-2022 05:32:15	5	Chất liệucao su. Màu sắctrắng. So đẹp lắm ạ sẻ ủng hộ tiếp	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
510242539	34456910	15791396126	9633888746	23-09-2022 01:20:48	2	Hàng ko đúng mẫu. Ko có hình con gấu trên dép. Giao sai cỡ. Quá rộng. Bâhnanssnssnsnsnsnnsnsnshysbsbn	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
888070076	34456910	15791396126	9920672193	28-10-2022 05:03:13	5	Màu sắcĐỏ. Chất liệuSắt. Đúng với mô tảkhông. Dép có đánh giá để được xu hay gì thì cũng phải biết cách đánh giá	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
857174990	34456910	15791396126	9506765750	13-10-2022 04:17:55	5	Chất liệutốt	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
104498993	34456910	15791396126	9624150935	31-10-2022 09:52:00	5	Dép đẹp đi rất êm. Giao hàng nhanh thân thiện. Đã v mua mất có k. Nói chung quá là ok	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
531190719	34456910	15791396126	9812654192	14-10-2022 13:45:58	5	Đúng với mô tảđúng. Chất liệubth. Màu sắctrắng. Hình ảnh chỉ mang tính chất nhận xu. Dùng cũng OK	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
854944153	34456910	15791396126	9478696460	17-09-2022 10:30:51	5	Dùng rất thik và rất đẹp cảm ơn shop	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
480129051	34456910	15791396126	9904896351	06-11-2022 02:26:58	5	Rất tuyệt vời	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
589213889	34456910	15791396126	9622437355	21-09-2022 11:38:06	5	Chất liệuchất liệu cứng. Màu sắcgiống với mô tả. Đúng với mô tả.. Hàng cũng OK lắm mọi người ạ	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
760603487	34456910	15791396126	9621753606	26-10-2022 14:17:45	5	Chất liệunhựa. Dép vừa luôn và đẹp nữa rất hài lòng về sản phẩm này sẻ ủng hộ skop nữa	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
359567976	34456910	15791396126	9339544286	31-10-2022 09:52:34	5	Hàng giao nhanh chất lượng thì rất ok cả nhà nhé giá hạt dẻ rất đáng mua nhé,mình sẽ ủng hộ shop dài dài	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
888623338	34456910	15791396126	9992773953	07-11-2022 05:19:00	5	Đúng với mô tảđúng. Chất liệutốt. Màu sắctốt	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
874192627	34456910	15791396126	9896878133	29-10-2022 06:02:12	5	Hàng OK nhưng mùi hơi nồng utdxhgapuqnkoabk mang tính nhận xuu	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
855556947	34456910	15791396126	10100895761	19-11-2022 07:36:11	5	Màu sắctrắng. Đúng với mô tảđúng. Chất liệutốt. Sản phẩm rất ok và rất là hợp với túi tiền rẻ mà hàng rất chất lượng shop giao hàng nhanh, nói chung là rất hài lòng ạ	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
635586649	34456910	15791396126	9759549865	08-10-2022 09:37:30	5	Chất liệukhông biết. Màu sắctrắng. Đúng với mô tảđúng. Mik mua dịp sale nên rất rẻ, giao hàng nhanh đóng gói kỹ với dép siu xinh luôn mà sie hơi bự xíu	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
892168698	34456910	15791396126	9963966290	03-11-2022 05:43:14	5	Chất liệutốt. Màu sắctrắng đen. Dép đẹp ngoài dự đoán, cực kì hài lòng vs sản phẩm. Shipper thân thiện, giao hàng nhanh và đóng gói hàng cũng cực tốt.	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
560245647	34456910	15791396126	9830296657	31-10-2022 17:39:23	5	Chất liệusilicon. Màu sắctrắng. Đúng với mô tảđúng vs mô tả. Sợ đẹp đánh giá sao	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
864803193	34456910	15791396126	9586107326	06-10-2022 02:34:55	5	Chất liệuđược ạ. Màu sắcđẹp. Sản phẩm đg như mô tả màu sắc ok	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
735294104	34456910	15791396126	9795529629	29-10-2022 06:00:40	3	Đặt đen trắng gấu mà shop giao đen trắng, đặt sie mà giao.	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
871626470	34456910	15791396126	9956427677	02-11-2022 06:02:04	5	Hàng siêu xịn mọi ng ui shop uy tín chất lượng ship hàng nhanh đáng mua nha mọi ng	Dép bánh mì nam nữ đế cao 5cm, dép quai ngang chất liệu Eva cao cấp hình GẤU	thanhgau33	4.786014	4.7907692307692304	[975, 17, 9, 27, 55, 867]	1482
