txt,lbl,prob_positve
"sản_phẩm nhỏ dành cho trẻ_em và cán bạn nữ trai ko hợp , mn lưu_ý tại nghe blu eto ot h đang kết_nối với đt thì sẽ ko tắt tai nghe blu eto ot h đc mn phải tắt blu eto ot h trên đt thì mới tắt đc blu eto ot h trên tai nghe",0,0.1151372194290161
kèm cả dây sạc,0,0.1060361489653587
giao hàng nhanh tầm ngày,0,0.3614417016506195
đúng với mô_tả li ke,0,0.2657797038555145
k mà nhức nách lun,0,0.0597275085747242
chất_liệu b v d c ec s s c,0,0.1766357421875
màu_sắc v r ve v r c e ht v g,0,0.1201791390776634
đúng với mô_tả b br dsg,0,0.0628561675548553
hg s v d sb g da b br a v g d s s h h v da s x v h h d s cc br a vo o,0,0.0475387871265411
đúng với mô_tả không,0,0.065168984234333
đúng với mô_tả đúng màu với hình cỡ đúng tot,0,0.2608950138092041
chất_liệu cao_su,0,0.0517855510115623
chất_liệu đ c,0,0.1259568184614181
màu_sắc đ c,0,0.4531266093254089
đúng với mô tảo k,0,0.0556600503623485
nên mua nhưng_mà mỗi_tội con gấu nó kiểu bị lồi lên chứ ko giống còn gấu trong ảnh mấy,0,0.0905007049441337
dép đẹp mùi hơi hôi chút,0,0.0831642001867294
đúng với mô tảo k,0,0.0556600503623485
đúng với mô tảo ko k,0,0.0642369538545608
h h d d s s d d h s h d d s s h s h s s d d,0,0.0769350156188011
đúng với mô tảo k,0,0.0556600503623485
chất_liệu,0,0.0976125746965408
n,0,0.0675678476691246
chất_liệu cao_su,0,0.0517855510115623
đúng với mô_tả y e s,0,0.4853530824184418
giao hàng nhanh xin k,0,0.1243213042616844
nhưng hơi chật một xíu ko sao,0,0.2800429761409759
đúng với mô_tả không,0,0.065168984234333
chất_liệu kiểu nhựa êm ý,0,0.3667983114719391
lúc nhận hàng thì hình hơi méo nma hong xao vì nó chỉnh đc,0,0.1543474197387695
chất_liệu giống ảnh,0,0.3567107319831848
màu_sắc màu_sắc giống ảnh,0,0.2858978509902954
đúng với mô_tả đúng ich ang không khác chỗ nào hết,0,0.4855670034885406
đúng với mô tảo k,0,0.0556600503623485
chất_liệu cao_su,0,0.0517855510115623
đúng với mô_tả đứng,0,0.2713655829429626
h si s sii s si si si siu g gs i si s si e i e e i e i eu e i e i e i,0,0.0567478649318218
d,0,0.0541118904948234
đ,0,0.0689882412552833
d,0,0.0541118904948234
chất_liệu bánh_mì,0,0.0666586831212043
đúng với mô_tả hơi sai mô_tả,0,0.0593803413212299
màu_sắc trắng gấu,0,0.0970775187015533
chất_liệu gì hông biết,0,0.1957290321588516
đúng với mô_tả dep hoi rach o cho con gau nhung hang van ok nha moi nguoi,0,0.1256847828626632
chất_liệu k bt,0,0.0503311417996883
đúng với mô_tả đ k,0,0.093412384390831
đúng với mô tảy hình,0,0.3630732595920563
"dép đẹp ok , mà e mua dép có gầu , lại giao dép trơn",0,0.1243176609277725
chất_liệu ch x đem về,0,0.0627200379967689
màu_sắc ch x đem về,0,0.0699546933174133
đúng với mô_tả ch x đem về,0,0.0669477730989456
chất_liệu cao_su,0,0.0517855510115623
chất_liệu cũng tạm đc,0,0.1072411835193634
đúng với mô tản hưng hình con gấu hơi lạ,0,0.3635757565498352
chất_liệu tốt cứng,0,0.3392267227172851
màu_sắc đu g,0,0.056978702545166
đúng với mô_tả b t h,0,0.0673816949129104
chất_liệu br h,0,0.1460290551185608
màu_sắc trắng gấu đen,0,0.0621160455048084
màu_sắc đúng màu,0,0.3079327344894409
chất_liệu tạm ổn,0,0.1050432026386261
đúng với mô_tả giống với hình,0,0.4734799265861511
với giá tiền thì cx đc,0,0.0926242098212242
chất_liệu n h,0,0.04959287494421
đúng với mô_tả đú g,0,0.1249106079339981
chất_liệu cao_su,0,0.0517855510115623
rộng quá còn bị lỗi ko như mik nghĩ,0,0.0549527443945407
đúng với mô_tả h k có hình con gấu,0,0.0469286069273948
đúng với mô tảo k,0,0.0556600503623485
đúng với mô_tả y e s,0,0.4853530824184418
cx đc sợ vs giá thị_trường thì ok,0,0.1635153591632843
chất_liệu k biết,0,0.0487900152802467
màu_sắc đúng màu,0,0.3079327344894409
đúng với mô tảo k,0,0.0556600503623485
chất_liệu cũng được,0,0.4820054769515991
đúng với mô tảo k k,0,0.0575806088745594
chất_liệu e va,0,0.049017135053873
đúng với mô_tả y e s,0,0.4853530824184418
chất_liệu cao_su,0,0.0517855510115623
đúng với mô_tả hơi to,0,0.0557056106626987
mang ok nhưng đặt lầy hàng về trên ảnh có hình về ko có,0,0.0959455892443656
"cho e đổi lại đc ko ak , e lấy cỡ , hơi ngắn và chật ak",0,0.0470790192484855
đúng với mô_tả đúng giống như ảnh,0,0.4759812653064728
đúng với mô_tả cũng giống dép,0,0.0729646235704422
đ,0,0.0689882412552833
nhận hàng hay chưa nhận kệ người,0,0.0899431928992271
chất_liệu cao_su,0,0.0517855510115623
đúng với mô tảo k,0,0.0556600503623485
đúng với mô_tả giống hình nhưng k có con gấu,0,0.0687192603945732
đúng với mô tảo k,0,0.0556600503623485
mình không ở nhà anh shipper để ở ngoài hiên cho lun n,0,0.1018207743763923
đúng với mô_tả có,0,0.4907273352146148
chất_liệu cx tốt,0,0.4538187980651855
đúng với mô_tả giống với hình,0,0.4734799265861511
màu_sắc đúng với mô_tả,0,0.471092015504837
đúng với mô tảo ke e,0,0.1147835403680801
chất_liệu,0,0.0976125746965408
màu_sắc k k,0,0.0565579980611801
đúng với mô_tả y e s,0,0.4853530824184418
chất_liệu sốp,0,0.051737792789936
chất_liệu đ c,0,0.1259568184614181
màu_sắc đ c,0,0.4531266093254089
đúng với mô tảo k,0,0.0556600503623485
đúng với mô tảo k,0,0.0556600503623485
đúng với mô_tả đúng r,0,0.0926075652241706
đúng với mô_tả dép đúng vs mô_tả,0,0.4590207636356354
màu_sắc đúng màu,0,0.3079327344894409
đặt giao,0,0.0706284344196319
đẹp đúng hình nhưng giao hàng chậm,0,0.087795078754425
hất lư on h h,0,0.1629692763090133
shop de l l giao hàng à,0,0.1220878884196281
sp tốt ạaa hơi chật t,0,0.3630946576595306
mang em chan lắm ne,0,0.3368521630764007
đúng với mô tảo k,0,0.0556600503623485
chất_liệu sị n,0,0.0779654681682586
hang qua tot,0,0.2792302668094635
đúng với mô tảy hình,0,0.3630732595920563
màu_sắc den,0,0.0635563656687736
chất_liệu dép,0,0.0573370978236198
nhưng đi nhiều chải nhiều chắc cũng hết,0,0.1448966860771179
chất_liệu g h,0,0.0513276048004627
đúng với mô_tả ui,0,0.2353546321392059
lười chụp nên lấy ảnh đồ_ăn,0,0.2103884369134903
chất_liệu cao_su,0,0.0517855510115623
chất_liệu cho sao,0,0.0499935634434223
màu_sắc trắng đúng với mô_tả,0,0.0470336079597473
đúng với mô_tả đúng nhưng hơi méo,0,0.2667258977890014
chất_liệu cao_su,0,0.0517855510115623
săn sa le với giá k mà sợ kh gửi hàng đi nhưng dép đẹp lắm hơi nồng mùi nhựa tí,0,0.1526088565587997
đúng với mô_tả giống với hình,0,0.4734799265861511
mh thích đi rộ g n hơn xíu,0,0.4587011337280273
"hàng về sớm nhưng dép có cái vệt gì đó cứng đơ gỡ không ra , có mấy vết đen bẩn nhưng lau được , có vài chỗ bị hơi lõm lõm nhưng cũng nhỏ thôi không nhìn rõ",0,0.0555683337152004
đúng với mô_tả dúng,0,0.3014399409294128
chất_liệu cao_su,0,0.0517855510115623
đúng với mô_tả có,0,0.4907273352146148
n s h d h d bs h s s d d h d,0,0.0532353818416595
đúng với mô_tả đúng nhm hơi chật,0,0.2733766436576843
chất_liệu chịu,0,0.0616726726293563
mùi cao_su hơi có mùi nồng_nặc nhưng vs giá tiền thì cx ok,0,0.2052531242370605
mua hàng hộ nên không có ảnh,0,0.0589693039655685
chất_liệu k bt,0,0.0503311417996883
chất_liệu bánh_mì,0,0.0666586831212043
chất_liệu cao_su,0,0.0517855510115623
đúng với mô_tả ko,0,0.3063646554946899
chất_liệu cao_su,0,0.0517855510115623
chất_liệu dép,0,0.0573370978236198
hãy chìa_khoá để_ý đến bài cuối_cùng của t có_thể là hôm_nay giảm chỉ còn lại là một trong những ngày mới hết,0,0.0714708492159843
"sản_phẩm đẹp , giống hình , giao hàng nhanh hình_ảnh chỉ mang tính_chất nhận xu",0,0.4856636226177215
màu_sắc be,0,0.0554174929857254
"hơi có mùi hắc , dép k đc như trên hình n nói_chung là ổn",0,0.116355650126934
đúng với mô tảo k,0,0.0556600503623485
ok đẹp hình_ảnh mang tính_chất nhận xử,0,0.2965708673000335
chất_liệu mũ,0,0.0542560517787933
mới nhìn thì rộng mà mang vô vừa in,0,0.0542407892644405
chấm lun ah ship pe d sao nek,0,0.0510353110730648
hình_ảnh ang tính_chất nhân x,0,0.4059968590736389
đúng với mô tảo k,0,0.0556600503623485
chất_liệu cao_su,0,0.0517855510115623
chất_liệu k bt,0,0.0503311417996883
chất_liệu d c,0,0.0572654046118259
đúng với mô_tả giống như hình,0,0.3620548248291015
dép bị lem keo ra ngoài nhưng cũng ok vì mình săn dép k,0,0.3243906199932098
màu_sắc den,0,0.0635563656687736
giao nhanh nhu mot con gió,0,0.1192038878798484
tuy nhien s nho qa,0,0.0804355889558792
nhích len sie thi vừa,0,0.0807664394378662
đúng với mô_tả hơi chật,0,0.1097245439887046
dép bánh_mì thì số sie có_vẻ hơi nhỏ hơn so với thực_tế nên chọn to hơn nhất số đi mới vừa chứ chọn đúng số chân thì bị chật xíu nha,0,0.0505717061460018
chất_liệu cao_su,0,0.0517855510115623
chất_liệu cao_su,0,0.0517855510115623
đúng với mô_tả y e s,0,0.4853530824184418
abc n d nsnd s d d,0,0.0596103630959987
đúng với mô_tả đúng với hình shop sho,0,0.2641288340091705
đúng với mô_tả si e,0,0.0643656849861145
đúng với mô tảk đúng vs mô_tả,0,0.1777331829071045
nói_chung là ổn lắm,0,0.4011794626712799
đúng với mô_tả có,0,0.4907273352146148
chất_liệu vải,0,0.0739862024784088
đẹp đi vừa chân giao hàng nhanh nhưng hơi lỗi,0,0.4162220060825348
đúng với mô_tả chuẩn màu,0,0.4836819767951965
chất_liệu tạm được,0,0.0889615789055824
go o d,0,0.2248944193124771
mua được với k,0,0.4233072698116302
hình_ảnh mang tính_chất minh_hoạ,0,0.0492665693163871
chất_liệu k bt,0,0.0503311417996883
"trời_ơi nó to đâu , sie tưởng vừa chân nhưng mở ra nó rất to có mùi nhựa hôi lắm , mn nên mua nhưng chọn sie thôi chứ nó to đâu giao hàng khoảng ngày là nhận đc hàng , shipper hơi khó_chịu chút nhưng kh sao shop nhiệt_tình",0,0.0637954920530319
"sao đôi dép còn lại ko có con gấu , tôi ko đồng_ý nha , sản_phẩm cũng tạm , giao hàng n h anh , nhưng tiền ship hơi đỏ nha , shop coi lại chiếc dép",0,0.1192267686128616
nếu_mà chọn đi cho vừa chân thì nên chọn to thêm cỡ,0,0.1602330356836319
đúng với mô_tả không,0,0.065168984234333
chất_liệu,0,0.0976125746965408
chất_liệu dày,0,0.0511816777288913
đúng với mô_tả hơi rộng,0,0.2388387620449066
"đẹp , nhưng hơi to",0,0.4608261585235595
đúng với mô_tả y e s s,0,0.2644611895084381
sp tốt gia hơp ly nhưng_mà hơi rông,0,0.2777712047100067
đúng với mô_tả có,0,0.4907273352146148
"dép vừa a_sai , giao n h anh , sao nhâ",0,0.1080606952309608
màu_sắc trắng be,0,0.0494118928909301
hơi mềm kk,0,0.0997222512960434
chất_liệu cao_su,0,0.0517855510115623
chất_liệu nhựa dẻo,0,0.0605760142207145
đúng với mô_tả đúng vs miêu_tả,0,0.3221520483493805
đúng với mô_tả có,0,0.4907273352146148
t,0,0.1601952463388443
đúng với mô_tả hơi rộng,0,0.2388387620449066
gửi nhầm sai nhưng nó cx đẹp,0,0.1732144802808761
đúng với mô_tả si e hơi nhỏ,0,0.0545571446418762
chất_liệu k biết,0,0.0487900152802467
chất_liệu cx khá ổn,0,0.2817879319190979
đúng với mô_tả u h hum,0,0.0687413662672042
chất_liệu cao_su mềm,0,0.0718568414449691
chất_liệu cao_su,0,0.0517855510115623
ko nhận đc hàng mà đã bảo giao hành thành_công,0,0.1104374229907989
chất_liệu cao_su,0,0.0517855510115623
chất_liệu nhựa dẻo,0,0.0605760142207145
hơi chật ạ,0,0.0816210359334945
chất_liệu cx đc,0,0.0595941394567489
cx đc mang lên mua,0,0.2576237022876739
chất_liệu,0,0.0976125746965408
kh đc màu đen n nhưng k như_vậy cx đc,0,0.04775270819664
chất_liệu e va,0,0.049017135053873
đúng với mô_tả đúng cm n l,0,0.1032075062394142
tuy_nhiên hơi chật chân mình sai mà mình đặt mà vẫn chật,0,0.072560541331768
đúng với mô_tả đẹp nhưng s ti c ke r hơi dễ tróc,0,0.2664001286029815
tạm,0,0.1314599364995956
đúng với mô tảo k,0,0.0556600503623485
dá vừa đủ,0,0.2207021862268448
chất_liệu cao_su,0,0.0517855510115623
chất_liệu cao_su,0,0.0517855510115623
đúng với mô tảo k,0,0.0556600503623485
đúng với mô tảo k,0,0.0556600503623485
đúng với mô tảo k,0,0.0556600503623485
chất_liệu tạm,0,0.0718772485852241
dép đi êm nhưng hơi to ạ,0,0.105407677590847
hàng giỗ n g ảnh,0,0.048573438078165
"xinh h vcl , thề",0,0.3250327706336975
như cc,0,0.0670685097575187
đúng với mô_tả sai,0,0.0665247365832328
chất_liệu hàng như đb,0,0.1330499351024627
xin vĩnh_biệt cụ,0,0.0605602301657199
hàng i hình,0,0.1356378942728042
cũng được,0,0.2160842567682266
chất_liệu dày,0,0.0511816777288913
chất_liệu k bt,0,0.0503311417996883
dép mua về đi đúng ngày sn rách mum im ok,0,0.1825088411569595
cx dc,0,0.062786117196083
tạm ổn với giá đó,0,0.1513570547103881
màu_sắc đúng màu,0,0.3079327344894409
màu_sắc hồng,0,0.0600624606013298
g g kh h,0,0.0486263632774353
hàng đu,0,0.076249212026596
mình ch có hàng sao hiện lên giao thành_công,0,0.205824613571167
đúng với mô_tả được,0,0.3744840323925018
đẹp nhưng shop giao ko đúng sie đúng màu nha,0,0.0492161996662616
đúng với mô_tả shop giao sai màu,0,0.0652698576450347
đến bây h em vẫn chưa nhận đc hàng,0,0.1681628823280334
chx nhận đc hàng,0,0.0877542272210121
điểm,0,0.2609715461730957
go o d,0,0.2248944193124771
cũn ok,0,0.0843230411410331
chất_liệu cao_su,0,0.0517855510115623
k còn hình để chup,0,0.0752375647425651
cung,0,0.1676667928695678
