txt,lbl,prob_positve
bên trong vừa được lót sốp vừa dùng túi_bóng phồng để giữ orm nên dáng rất ok,1,0.9848816394805908
màu_sắc ok,1,0.9877118468284607
đúng với mô tảđ,0,0.42825818061828613
chất_liệu đ c,0,0.12595681846141815
dép đi êm rẻ nhưng mới_đầu có mùi nồng nhưng sài lâu sẽ ht và dép hơi to nhưng giá có k thì k đòi_hỏi nhìu,0,0.21824267506599426
màu_sắc đẹp,1,0.9893948435783386
đúng với mô_tả đúng với miêu_tả,1,0.6436412930488586
chất_liệu tốt,1,0.9819064140319824
"dép đúng đẹp luôn , cáo bạn nên mua , mình sẻ mua thêm hàng ở shop này",1,0.992926299571991
chất_liệu xốp,0,0.021444987505674362
màu sắc đen_trắng,0,0.03338528051972389
đúng với mô_tả tốt,1,0.9478510618209839
rất hợp với số tiền,1,0.985752284526825
chất_liệu tốt,1,0.9819064140319824
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng,1,0.6358078122138977
sản_phẩm đẹp đóng_gói chắc_chắn nhất_định sẽ ủng_hộ nh lần sau,1,0.9928992986679077
hình_ảnh mang tính_chất nhận xu,0,0.02701147459447384
rất đẹp m,1,0.9928101301193237
n nên ủng_hộ shop này nhé,1,0.9913640022277832
đế cao cm rep đi êm_đẹp hơn mong_đợi cảm_ơn shop nhiều ạ,1,0.9503445625305176
sẽ tiếp_tục ủng_hộ shop,1,0.986528754234314
đẹp nhưng hơi to chút,1,0.5368192195892334
chất_liệu cao_su hay sao ý,0,0.04713006317615509
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng,1,0.6358078122138977
chất ko giống tui tưởng_tượng nhưng_mà vậy cx đẹp đi êm vs giá ms lần đầu mua như_vậy là ok,1,0.9904633164405823
chất_liệu êm,1,0.9801300764083862
màu sắc đen_trắng,0,0.03338528051972389
đúng với mô_tả đúng,1,0.6358078122138977
hàng đi êm vừa_vặn chân,1,0.9872424602508545
nói_chung đẹp ạ mọi người nên mua nha,1,0.9926276803016663
d ch k l l sa x v n kh s x v,0,0.03646473586559296
chất_liệu nhựa,0,0.03744319826364517
màu_sắc trắng_đen,0,0.032410796731710434
đúng với mô_tả đúng,1,0.6358078122138977
đẹp quá_trời lun,1,0.9929220080375671
chất_liệu đẹp,1,0.9897521734237671
màu_sắc đúng mẫu,1,0.8390223979949951
dép đẹp đúng màu đúng mẫu giá dẻ lần sau ủng_hộ shop,1,0.9923726320266724
màu_sắc trắng_đen,0,0.032410796731710434
đúng với mô_tả đẹp tv,1,0.9758416414260864
chất_liệu cao_su,0,0.05178555101156235
"nhận hàng dẹp rất ưng_ý , giáo hàng n h anh , sẽ tiếp_tục ủng_hộ shop",1,0.9927363395690918
cho,1,0.6256162524223328
chất_liệu cao_su,0,0.05178555101156235
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng,1,0.6358078122138977
chất_liệu nền đi êm chân thoải_mái đúng vs một tả,1,0.992845356464386
màu_sắc trắng_đen,0,0.032410796731710434
đúng với mô_tả đúng,1,0.6358078122138977
chất_liệu nhựa,0,0.03744319826364517
dép đẹp lắm nha m,1,0.9892187714576721
n,0,0.0675678476691246
nó có vết keo nhưng ko sao vì mik mua với giá k là quá rẻ,1,0.5885291695594788
giao hàng nhanh,1,0.9721769690513611
chất_liệu tốt,1,0.9819064140319824
màu sắc đen_trắng,0,0.03338528051972389
đúng với mô_tả đúng,1,0.6358078122138977
mình thêm vài s ti c ke r vào trông rất ưng_ý,1,0.991613507270813
đúng với mô_tả đúng luôn,1,0.9587116241455078
chất_liệu đẹp,1,0.9897521734237671
màu sắc đen t rắn v,0,0.08334275335073471
trời_ơi mua vs giá k quá tuyệt_vời luôn chất đẹp hàng xịn dã_man,1,0.992912232875824
mua giá k cứ nghĩ chắc kh có mà ai_ngờ có thật,0,0.1298755705356598
sie dép hình_như nhỏ hơn bth nên mua số to để trừ_hao ạ,0,0.1499490886926651
chất_liệu cao_su,0,0.05178555101156235
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng mẫu ạ,1,0.7359179258346558
đẹp cực luôn ý d b d k sn s s k sn s s k b d s sb d h,1,0.970027506351471
"chào_mừng bạn đến với bảng nhớ tạm của g boa r d , bất_kỳ văn_bản nào bạn sao_chép sẽ được lưu tại đây",1,0.8788611888885498
chất_liệu không biết,0,0.028016243129968643
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả rất rất đúng với miêu_tả,1,0.9920761585235596
"êm chân , mẫu_mã đẹp",1,0.992768406867981
quá tuyệt_vời dép đúng như hình mọi người ủng_hộ cho shop đi a,1,0.9929492473602295
than k you shop nhe,1,0.9926087260246277
"đẹp vừa_vặn , ổn , nhưng rất nồng mùi , rất khó chị u , nhưng tím lại sản_phẩm ok",1,0.9147903323173523
đánh_giá tiêu_chuẩn khá chi là ok nha nên đi săn và mua nó ngay đi,1,0.9893514513969421
ang hàng khá đẹp mà đi hôm đã bay mất s ti ke r haa khộ ko chất_lượng cho lắm,0,0.05397039279341698
"đúng với mô tảo k lắm , đẹp lắm ạ",1,0.9895086288452148
chất_liệu chắc là cao_su,0,0.03716374933719635
màu_sắc đúng như trong hình,1,0.7151971459388733
hàng đc lắm mn ạ đáng tiền lắm mn ạ,1,0.9927518367767334
"giao hàng n h anh , đóng_gói cẩn , mình mua mà shop giao",0,0.03387350216507912
chất_liệu mềm,1,0.6927981376647949
màu_sắc tốt,1,0.9891502261161804
đúng với mô_tả đúng,1,0.6358078122138977
"hàng giao nhanh và đúng , sản_phẩm tốt , màu đẹp nha",1,0.9922807812690735
ưng_ý,1,0.9853722453117371
đã nhận đx hàng dép đẹp giá rẻ nhưng về dép bị móp méo đi mấy hôm rồi vẫn vây,0,0.0838061049580574
chất_liệu hơi cứng,0,0.016056973487138748
màu_sắc tốt,1,0.9891502261161804
đúng với mô_tả ko,0,0.30636465549468994
mik đặt dép đen_trắng gấu mà về hàng là dép trắng_trơn,0,0.0040443227626383305
đúng với mô_tả hàng rất đẹp nha a,1,0.9922575950622559
"hàng đúng hình_mẫu đẹp , đi êm",1,0.9927815794944763
tr oii dép xinh nhắm giao nhanh ship det h săn sa le k mà dị là quá là xúc_xích,1,0.7506919503211975
kem đặc_trị mụn trắng da c trị hết sạch mụn các loại mụn,1,0.8709892630577087
đặc_trị mụn đỏ mụn viêm mụn bọc mụn dị_ứng,0,0.05442647635936737
đặc_trị mụn đầu trắng mụn trứng_cá mụn cám nám tàn nhan,0,0.06782914698123932
đặc_trị mụn đầu đen mụn mảng thể nặng mụn ẩn,0,0.04207272827625275
ngăn_ngừa mụn trị thâm và mờ thâm do mụn để lại,1,0.8586753606796265
chỉ,0,0.04706459492444992
đúng với mô_tả đúng,1,0.6358078122138977
chất_liệu mềm,1,0.6927981376647949
màu sắc đen_trắng,0,0.03338528051972389
rất nhỏ so với shop đưa ra đề_cử mn nên lấy tăng sie nhé,0,0.08182626962661743
chất_liệu nhựa,0,0.03744319826364517
"màu sắc đen_trắng , gấu",0,0.04778057336807251
đúng với mô_tả đúng sie,1,0.7182119488716125
"đế cao , mang êm chân",1,0.991340696811676
chỉ là lúc đóng_gói hk có chống xóc nên hơi mất orm xíu,0,0.12448354065418243
mang ok,1,0.9675017595291138
chất_liệu chat liệu đ ư pb g k l l k n v c,0,0.06603078544139862
màu_sắc đẹp,1,0.9893948435783386
đúng như hình,1,0.7109262943267822
đúng với mô_tả có,0,0.49072733521461487
đã nhận được hàng,0,0.487544447183609
hàng rất đẹp,1,0.9929133057594299
lần sau sẽ ủng_hộ tiếp,1,0.9894981384277344
"chất_liệu cao_su , xốp",0,0.033203545957803726
màu_sắc trắng_đen,0,0.032410796731710434
đúng với mô_tả đúng,1,0.6358078122138977
dép cao cm nên phù_hợp với mấy nàng nấm lắm nha,0,0.04146716371178627
hôm nào nên biết có phải xem với lượng dư_thừa biết đến với chúng có_thể như ế trong tủ_lạnh để e hỏi chủ ít đít nàng không có y i lo ve my xem với lượng nước nói tiếng anh t ư i u itu,0,0.0209026038646698
sản_phẩm đúng với hình_ảnh,1,0.8750908970832825
đẹp và rất vừa chân nha,1,0.9929333925247192
dép đi rất êm luôn ạ,1,0.992424488067627
mình không có ảnh thật nhưng mua đơn đầu có k nên mình không đòi_hỏi nhiều,0,0.13155877590179443
dép đẹp nhẹ shipper thân_thiện vui_tính sẽ quay lại mua các sản_phẩm khác đặt trưa qua trưa nay nhận đc luôn ngày,1,0.9929485321044922
đúng với mô_tả thiếu cái hình con gấu,0,0.013965737074613571
chất_liệu tốt,1,0.9819064140319824
màu_sắc trắng,0,0.03290407359600067
sản_phẩm đẹp nhưng_mà nếu có cái hình thì đẹp hơn,1,0.9722582101821899
chất_liệu nhựa,0,0.03744319826364517
màu_sắc trắng_đen,0,0.032410796731710434
đúng với mô_tả đúng,1,0.6358078122138977
"sie to hơn sie bình_thường , nên mua giảm sie",0,0.04606872797012329
săn sản_phẩm đầu k với ngàn rữi ship là ngàn rữi nên rất hài_lòng,1,0.9927539229393005
chất_liệu cao_su,0,0.05178555101156235
màu_sắc trắng,0,0.03290407359600067
so đẹp lắm ạ sẻ ủng_hộ tiếp,1,0.992911159992218
hàng ko đúng mẫu,0,0.005697829648852348
ko có hình con gấu trên dép,0,0.022717613726854324
giao sai cỡ,0,0.015268897637724876
quá rộng,0,0.008898871019482613
b â h nan s sn s sn sn sn sn n sn sn s hy sb sb n,1,0.93803870677948
màu_sắc đỏ,0,0.0647682324051857
chất_liệu sắt,0,0.0471499003469944
đúng với mô_tả không,0,0.06516898423433304
dép có đánh_giá để được xu hay gì thì cũng phải_biết cách đánh_giá,0,0.04950931668281555
chất_liệu tốt,1,0.9819064140319824
dép đẹp đi rất êm,1,0.9929311275482178
giao hàng nhanh thân_thiện,1,0.9762044548988342
đã v mua mất có k,0,0.009366720914840698
nói_chung quá là ok,1,0.9889348149299622
đúng với mô_tả đúng,1,0.6358078122138977
chất_liệu b t h,0,0.04194663092494011
màu_sắc trắng,0,0.03290407359600067
hình_ảnh chỉ mang tính_chất nhận xu,0,0.00414884602651
dùng cũng ok,1,0.9855668544769287
dùng rất thi k và rất đẹp cảm_ơn shop,1,0.9929174184799194
rất tuyệt_vời,1,0.9929331541061401
chất_liệu chất_liệu cứng,0,0.013640028424561024
màu_sắc giống với mô_tả,0,0.26054462790489197
đúng với mô_tả,1,0.5360592007637024
hàng cũng ok lắm mọi người ạ,1,0.9832711815834045
chất_liệu nhựa,0,0.03744319826364517
dép vừa luôn và đẹp nữa rất hài_lòng về sản_phẩm này sẻ ủng_hộ s ko p nữa,1,0.9929532408714294
"hàng giao nhanh chất_lượng thì rất ok cả nhà nhé giá hạt_dẻ rất đáng mua nhé , mình sẽ ủng_hộ shop dài_dài",1,0.9928874373435974
đúng với mô_tả đúng,1,0.6358078122138977
chất_liệu tốt,1,0.9819064140319824
màu_sắc tốt,1,0.9891502261161804
hàng ok nhưng mùi hơi nồng ut d x hg ap u q n ko a b k mang tính nhận xuu,0,0.04681478440761566
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng,1,0.6358078122138977
chất_liệu tốt,1,0.9819064140319824
"sản_phẩm rất ok và rất là hợp với túi_tiền rẻ mà hàng rất chất_lượng shop giao hàng n h anh , nói_chung là rất hài_lòng ạ",1,0.9929260015487671
chất_liệu không biết,0,0.028016243129968643
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng,1,0.6358078122138977
"mik mua dịp sa le nên rất rẻ , giao hàng nhanh đóng_gói kỹ với dép siu xinh luôn mà sie hơi bự xíu",1,0.9878528118133545
chất_liệu tốt,1,0.9819064140319824
màu_sắc trắng_đen,0,0.032410796731710434
"dép đẹp ngoài dự_đoán , cực_kì hài_lòng vs sản_phẩm",1,0.9929694533348083
"shipper thân_thiện , giao hàng nhanh và đóng_gói hàng cũng cực tốt",1,0.9925899505615234
chất_liệu silic on,0,0.04926849156618118
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng vs mô_tả,1,0.5188019275665283
sợ đẹp đánh_giá sao,0,0.06686899811029434
chất_liệu được ạ,1,0.9647997617721558
màu_sắc đẹp,1,0.9893948435783386
sản_phẩm đg như mô_tả màu_sắc ok,1,0.9339695572853088
"đặt đen_trắng gấu mà shop giao đen_trắng , đặt sie mà giao",0,0.00434508640319109
hàng siêu xịn mọi ng ui shop uy_tín chất_lượng ship hàng nhanh đáng mua nha mọi ng,1,0.9929360747337341
"mua sie thì chật , sang thì rộng",0,0.00837381649762392
đi khá êm chân,1,0.98244309425354
dép xinh kinh_khủng g,1,0.9890050292015076
"mình đi sie nhưng sie này có_vẻ hơi rộng , mn nên chọn lùi về sie",0,0.07942231744527817
giá rẻ mà xinh lắm luôn,1,0.9928807020187378
giống y dép mình mua k ở shop đế dày và êm chân lắm ý,1,0.9924658536911011
sẽ ủng_hộ shop thêm,1,0.9907591342926025
"chất liệudép , hơi xốp",0,0.03238728269934654
"màu sắc đen_trắng , có hoạ_tiết",0,0.13518661260604858
"đúng với mô_tả cũng đúng , n h mà k êm lắm , đ nên cũng k dám nói dì nhìu",1,0.8166691064834595
chất_liệu e va,0,0.04901713505387306
màu_sắc trắng_đen,0,0.032410796731710434
đúng với mô tản hận đúng sản_phẩm,0,0.14280758798122406
"nhận đúng hàng như quản cáo , hên là e săn đc sa le nên giá rẻ bất_ngờ , vui lắm , rẻ nhưng vẫn nhận hàng đẹp ạ",1,0.9928552508354187
"đúng với mô_tả dép đẹp , màu rõ nét , giao hàng nhanh",1,0.9905133247375488
chất_liệu tốt,1,0.9819064140319824
"lên mua ạ , dép đẹp , giao hàng nhanh",1,0.9920634627342224
đúng với mô_tả dép cứng,0,0.005754710640758276
chất_liệu nhựa,0,0.03744319826364517
màu_sắc trắng,0,0.03290407359600067
những hàng như này shop k nên bán cho khách nữa,0,0.004589193034917116
hàng lỗi k chấp_nhận được,0,0.05404873937368393
chất_liệu nhựa,0,0.03744319826364517
màu_sắc trắng,0,0.03290407359600067
sản_phẩm này okk nha hình_ảnh chỉ mang tính_chất nhận xuu,0,0.4687802493572235
"ok e , mua sa le nên giá rẻ , nhưng k được giảm ship nên hơi pùn , giao hàng nhanh",1,0.6700595617294312
đúng với mô_tả đúng,1,0.6358078122138977
chất_liệu ok,1,0.9762645959854126
màu_sắc ok,1,0.9877118468284607
đẹp nên mua nha mấy en,1,0.992516815662384
sản_phẩm đẹp tuyệt_vời rất giống hình minh_hoạ giá_thành hợp_lý,1,0.9928715825080872
hàng đúng hình_ảnh,1,0.8113436102867126
hình_ảnh mang tính_chất nhận xu,0,0.02701147459447384
nhưng với giá này thì rất hài_lòng,1,0.9913522005081177
"chất_liệu xốp , nhẹ , không được bền , hơi mùi nhựa lắm",0,0.026274435222148895
hình_ảnh chỉ để nhận xu,0,0.0038095293566584587
đúng với mô_tả đúng mô_tả,1,0.7273354530334473
chất_liệu tốt,1,0.9819064140319824
màu_sắc đẹp,1,0.9893948435783386
rất đẹp,1,0.992908239364624
chất_liệu cao_su,0,0.05178555101156235
màu_sắc trắng_đen,0,0.032410796731710434
đúng với mô_tả,1,0.5360592007637024
mua lần đầu giá o,0,0.30779677629470825
không ngờ đẹp hơn mong_đợi,1,0.9928514957427979
hơi mùi xíu nhưng không sao,0,0.2805585563182831
chất_liệu dép xốp,0,0.03302989900112152
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng với ảnh shop đăng,1,0.7009899616241455
dép đẹp chuẩn ảnh chuẩn sai,1,0.9927815794944763
chất_liệu ko bt,0,0.016044924035668373
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng,1,0.6358078122138977
nên mua,1,0.9908403754234314
màng bọc thực_phẩm set có chun co_dãn tái_sử_dụng kèm túi gấu,0,0.39696043729782104
màu sắc đen,0,0.04629897326231003
đúng với mô_tả đúng,1,0.6358078122138977
chất_liệu chất_liệu rất tốt,1,0.9921252131462097
"video và hình_ảnh chỉ để lấy x u , hàng cũng uki nha mọi người , mùi hơi nồng xíu",0,0.25976186990737915
đúng với mô_tả đúng ok k la,1,0.7244377136230469
chất_liệu cao_su mềm,0,0.07185684144496918
màu sắc đen_trắng,0,0.03338528051972389
"hàng rẻ mà chất_lượng quá_trời luôn , vừa y luôn , dép đẹp không bị lỗi gì hết , giao hàng nhanh",1,0.9929446578025818
"tóm_lại , tất_cả đều tốt nha , sẽ ghé ủng_hộ shop tiếp , chứ mê quá",1,0.9928392171859741
"nói_chung là hàng đẹp , màu xinh",1,0.9918642044067383
mình chọn sie hơi nhỏ nên là_hơi chật một_tí xíu nma vẫn đi được rất tốt,1,0.6534329652786255
"mình mua được lúc hàng đang sa le , giá khá rẻ",1,0.9106847643852234
quá hài_lòng,1,0.9928493499755859
chất_liệu nhựa,0,0.03744319826364517
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng,1,0.6358078122138977
tao cx á hạ hay sao mà_còn phải có cái gì cũng_nên có cái gì cũng_nên có cái gì cũng_nên có,0,0.004644984845072031
hàng rất đẹp,1,0.9929133057594299
"dép xinh lắm , ship cũng nhanh điểm cho shop",1,0.9926432967185974
đúng với mô_tả sao,0,0.06838096678256989
chất_liệu nhựa,0,0.03744319826364517
màu_sắc trắng,0,0.03290407359600067
k ko đòi_hỏi tốt sip pơ thân_thiện,1,0.5213661789894104
rất đáng sao,1,0.9929088354110718
chất_liệu tốt,1,0.9819064140319824
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng,1,0.6358078122138977
ảnh mang tính chat nhạn xu,0,0.4159678816795349
dép đẹp chất_liệu tốt cộng với anh si p pe r vui_tính nên cho sao,1,0.9929412603378296
về diện_mạo khác hoàn_toàn so với sản_phẩm đặt mua,0,0.004495796747505665
về kích_cỡ bị chật hơn so kích_cỡ đặt,0,0.03413108363747597
đúng với mô_tả đúng thi ệ c,1,0.5227508544921875
chất_liệu tốt,1,0.9819064140319824
nên mua nha,1,0.9923844337463379
chất_liệu tốt,1,0.9819064140319824
màu_sắc trắng,0,0.03290407359600067
sản_phẩm đẹp hơn nhiều,1,0.9928538203239441
chất_liệu mềm sơ_sơ,0,0.09551169723272324
màu sắc đen_trắng,0,0.03338528051972389
đúng với mô_tả,1,0.5360592007637024
rẻ mà xịn vãi ra ý,1,0.9927629828453064
hàng oke lắm nha mm nhưng_mà hình dán hơi lệch,0,0.3694002032279968
hơi chật tý,0,0.12219811975955963
ai đi thì nên mua,1,0.9734459519386292
chất_liệu cao_su,0,0.05178555101156235
"màu sắctrắng , đen",0,0.037060290575027466
đúng với mô_tả dép ở ngoài giống y hình,1,0.6503196954727173
hình_ảnh chỉ mang tính_chất nhận xu,0,0.00414884602651
sản_phẩm giống qc,0,0.1632959395647049
chất_lượng nhìn bằng mắt thường thì thấy ok,1,0.9236988425254822
"chất_liệu oke e , su , rất em chân",1,0.9922243356704712
màu_sắc đúng vs mô_tả,0,0.4866476356983185
đúng với mô tảo ke e la,0,0.07459212094545364
"nên mua , hàng oke e lắm",1,0.9922013282775879
"nên mua nhỏ lại si e , sau_này còn gián ra nữa a",1,0.938828706741333
"mik si e , đặt vừa đẹp",1,0.9929249286651611
"màu sắcđẹp , đúng mô_tả",1,0.9922611117362976
đúng với mô_tả đúng,1,0.6358078122138977
"hàng đẹp , lại nhận ngay trong đợt sa le nên rất rẻ cho một đôi chất_lượng như nà y , chân mang mà đặt nên hơi có chút rộng với chân tự_cảm bản_thân này_nọ thật , tổng_quan lại là hàng đẹp , siêu rẻ , nên mua",1,0.992917537689209
màu_sắc trắng,0,0.03290407359600067
đúng với mô_tả đúng,1,0.6358078122138977
dép đẹp lắm nha nhưng tui mua sie to nhất rồi mà vẫn bị chật những bạn chân mà to thì nên lưu_ý nha,1,0.9329358339309692
"đúng với mô tảk đúng , dép trơn k có hình con gấu trên quai dép",0,0.14451341331005096
chất_liệu xốp hơi cứng,0,0.01545148529112339
màu_sắc trắng_trơn k giống hình,0,0.054541319608688354
cũng được vì giá tiền cũng hợp_lý,1,0.9175841808319092
ship oke,1,0.8941326141357422
chất vải đẹp nên mua nha mng b d sn a d n c k x,1,0.9827218651771545
mặc siêu đẹp nha các chế,1,0.9925166964530945
cho shop này điểm về chất_lượng,1,0.9922823309898376
sie s mình cao m nặng kg mặc vừa in,0,0.037181902676820755
chắc sẽ chọn sie m lần sau phòng béo lên ka ka,0,0.11644991487264633
hình_ảnh chỉ mang tính_chất nhận xuu,0,0.003927289042621851
h h di d de i d n d di d d,0,0.0520760677754879
quần rất xinh nha mọi người,1,0.9922312498092651
"đùi to mông to lên video nhìn hơi thô chút , nhưng ở ngoài xinh lứm",1,0.9579866528511047
chất_lượng quá đỉnh cho một chiếc quần c ạ,1,0.9927813410758972
"mình cao m , nặng kg mặc sie m bụng hơi rộng xíu xiu còn lại là vừa in nha",0,0.33360397815704346
lần đầu mình đặt mà thấy ưng quá tr luôn á,1,0.9926882982254028
"mình cao m kg mặc qua mắt_cá chân hơi rộng eo nữa ạ , vải kh dày cũng kh mỏng , nchung là cũng đc , shop còn cho miếng làm thơm quần_áo nữa",1,0.9816216826438904
mặc lên chân dài lắm mng ơi quần chất rất xinh nu ôn á còn đc tặng tất nữa,1,0.9928829669952393
có giấy thơm nữa nên thơm_phức,1,0.9929174184799194
shop gói hàng có tâm quá ạ,1,0.9888988137245178
quần dày_dặn,1,0.9601934552192688
"mặc lên đẹp nha , gầy hay béo mặc lên cũng đẹp hết á , nói_chung hết nước ch ấm , ship e r thái_độ nhiệt_tình oki ổn , nên mua",1,0.9929407835006714
"chất vải cũng o k , nhưng nhầm sie s thành sie sl",0,0.04713757708668709
rất ok xinh_đẹp tuyệt_vời sẽ quay lại sau shop bán hàng rất là xinh_đẹp p hình_ảnh minh_hoạ thôi ạ,1,0.9929307699203491
váy đẹp lắm ạ,1,0.9922924041748047
vải tốt,1,0.9648357629776001
"mề m , m ịn",0,0.13115368783473969
giá_thành thì rẻ,1,0.648697555065155
shipper thân_thiện,1,0.9715717434883118
giao hàng nhanh,1,0.9721769690513611
mặc vào nhìn thiếu_nữ hẳn,1,0.610301673412323
nói_chung là tuy ệ,0,0.08978185057640076
chất_liệu cung duoc,0,0.16203784942626953
màu_sắc xanh h đậm,1,0.9616772532463074
đúng với mô_tả,1,0.5360592007637024
"nó hơi đậm so với tưởng_tượng , nma với cái giá này là hợp_lí rù ii",1,0.6870236992835999
kh sao mặc vẫn xinh h,1,0.9919547438621521
đ cho shop p,0,0.12489449232816696
đúng với mô_tả hàng đúng với mô_tả,1,0.7570763230323792
chất_liệu vải trơn,0,0.06394384056329727
màu_sắc xanh,0,0.1221943274140358
giao hàng nhanh vải đẹp m mua sie l hơi dài nhưng không sao hàng ok chất_lượng uy_tín,1,0.9824888706207275
sản_phẩm i hình,1,0.8236909508705139
"chất mát , mềm",1,0.9925743341445923
nói_chung là mua on lin e mà giá rẻ mà như này thì quá đỉnh h,1,0.9925023317337036
màu_sắc n đúng,0,0.14701640605926514
đúng với mô_tả ý e,0,0.39246630668640137
chất_liệu tốt,1,0.9819064140319824
rất tốt nha mb,1,0.9911476373672485
chất_liệu vải,0,0.07398620247840881
màu_sắc xanh h,1,0.5654804706573486
đúng với mô_tả màu ko đúng vs mô_tả,0,0.008711932227015495
shop p mình nhắn_tin ko thấy rep p,0,0.003639075206592679
"shop bán quần chán quá , mà là chán cho cái ví tiền của mình ý , quần xinh giãy đành_đạch nha các bạn , còn có thêm giấy thơm với được tặng một đôi tất nè , giao hàng còn nhanh nữa cơ",1,0.8047052621841431
shop tư_vấn nhiệt_tình,1,0.9899375438690186
nhanh_chóng,1,0.9846744537353516
đẹp xịn,1,0.9929088354110718
tuyệt_vời,1,0.9928838014602661
ưng_ý quá luôn nèk,1,0.9929432272911072
nên mua nhé,1,0.9925221800804138
chúc shop buôn may bán đắt tư_vấn nhiệt_tình,1,0.9889556765556335
nhanh_chóng,1,0.9846744537353516
đẹp xịn,1,0.9929088354110718
tuyệt_vời,1,0.9928838014602661
ưng_ý quá luôn nèk,1,0.9929432272911072
nên mua nhé,1,0.9925221800804138
chúc shop buôn may bán đắt,1,0.9653007388114929
k nghĩ vây rẻ bèo mà mặc dc vậy luôn á,0,0.042291127145290375
rẻ mà mặc thấy đẹp vl ban_đầu đặt mình nghĩ váy chắc k dc đâu,1,0.7325624227523804
ai dè nhận dc cái vui ghê,1,0.9663589000701904
"hàng đẹp giống với mô_tả , giao hàng nhanh nên mua nhé mn",1,0.9923760294914246
"shop đóng_gói rất rất cẩn_thận , giao hàng siêu nhanh",1,0.9921205043792725
"quanđẹp , chất_lượng phù_hợp giá tiền",1,0.9919262528419495
"hàng đẹp lắm nha nên mua nha mọi người , anh shipper dễ_thương quá giao hàng khá nhanh",1,0.9927543997764587
